Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Country,Age,Child,Spending
PhD,Divorced,55412.0,65,10,5,28,11,1,8,1,2,0,3,5,0,0,0,0,0,CA,45,2,63
Graduation,Together,33590.0,65,4,0,2,0,0,2,1,1,0,2,7,0,0,0,0,0,CA,47,3,8
Graduation,Married,70886.0,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,SP,50,1,960
Graduation,Single,72679.0,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,SP,52,1,1168
Master,Married,65073.0,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,SP,78,0,900
Graduation,Married,44300.0,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,SP,56,2,42
Master,Together,56129.0,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,CA,68,1,660
Master,Together,56129.0,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,SP,68,1,660
Graduation,Together,38590.0,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,SA,50,1,22
2n Cycle,Together,53083.0,65,215,7,33,3,0,13,6,5,1,5,7,0,1,0,0,0,IND,63,2,271
2n Cycle,Single,79689.0,65,311,26,640,180,37,121,1,4,9,13,2,0,0,0,0,0,SP,45,0,1315
Graduation,Single,34704.0,65,29,0,5,0,1,5,1,1,0,3,5,0,0,0,0,0,CA,55,1,40
Graduation,Married,65316.0,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,SP,59,2,260
PhD,Married,41014.0,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,SP,43,1,20
Graduation,Together,19740.0,65,7,11,3,10,4,20,2,1,1,3,5,0,0,0,0,0,IND,61,1,55
Basic,Together,23724.0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,SP,42,1,75
PhD,Married,55212.0,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,SP,52,1,1182
PhD,Married,55212.0,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,SP,52,1,1182
Graduation,Widow,79800.0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,SP,66,0,1867
Graduation,Divorced,70647.0,65,561,85,171,25,123,114,2,4,7,13,2,0,0,0,0,0,SA,54,1,1079
PhD,Married,38410.0,65,153,64,123,116,64,14,2,5,2,9,6,0,0,0,0,0,CA,47,0,534
Graduation,Single,28071.0,65,39,33,130,41,26,44,2,5,1,5,8,0,0,0,0,0,SP,41,0,313
Graduation,Single,54803.0,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,SP,52,1,693
Graduation,Single,74293.0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,SP,28,0,1127
Graduation,Single,74293.0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,SA,28,0,1127
2n Cycle,Married,35684.0,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,SP,37,1,30
PhD,Together,34320.0,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,SA,35,1,17
Graduation,Single,41967.0,66,23,4,10,0,2,15,1,1,0,3,4,0,0,0,0,0,CA,40,2,54
Master,Married,49681.0,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,CA,45,2,458
Master,Married,49681.0,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,SA,45,2,458
Graduation,Together,53187.0,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,SP,51,1,267
Graduation,Together,86610.0,66,446,107,768,33,196,53,1,5,6,6,2,0,0,0,0,0,SP,70,0,1603
Graduation,Married,70951.0,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,SA,36,0,1198
Graduation,Single,24206.0,66,7,2,8,3,2,3,1,1,0,3,6,0,0,0,0,0,SP,51,1,25
Graduation,Married,55357.0,66,374,64,116,84,25,64,3,6,2,11,5,0,0,0,0,0,IND,36,2,727
Graduation,Married,58113.0,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,SP,62,1,758
PhD,Married,70643.0,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,SP,37,0,1828
PhD,Married,64355.0,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,SP,36,1,1445
Master,Together,82576.0,66,1206,55,445,168,18,18,1,2,4,12,1,0,0,1,0,0,SA,62,0,1910
PhD,Single,41644.0,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,SP,49,2,31
Graduation,Married,72570.0,67,274,83,216,151,141,224,1,4,6,12,1,0,0,0,0,0,SP,37,0,1089
Graduation,Divorced,30630.0,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,SP,56,2,52
Master,Single,22944.0,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,SP,40,1,76
PhD,Divorced,86979.0,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,SP,50,0,1702
Graduation,Single,84525.5,67,738,20,172,52,50,20,6,2,3,10,7,0,1,0,1,0,SP,51,3,1052
PhD,Together,82072.0,67,889,55,685,168,92,129,1,3,2,13,1,0,0,0,0,0,SA,51,0,2018
Master,Divorced,52034.0,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,SP,48,2,332
Graduation,Single,72354.0,67,315,26,473,220,12,182,1,2,10,6,1,0,0,0,0,0,SA,28,0,1228
Graduation,Together,28427.0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,SP,38,1,52
Graduation,Together,28427.0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,IND,38,1,52
Master,Single,39858.0,67,15,20,25,2,7,26,1,2,0,4,6,0,0,0,0,0,SA,52,1,95
Master,Married,67381.0,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,SP,70,1,957
Basic,Single,23529.0,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,SP,56,1,54
Graduation,Married,51479.0,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,SP,54,2,494
Graduation,Married,76068.0,67,1115,12,128,33,12,76,1,2,3,4,6,0,1,0,0,1,GER,46,1,1376
Graduation,Single,22507.0,67,68,0,226,51,157,68,3,10,2,4,9,0,0,0,0,0,CA,67,0,570
Graduation,Single,52413.0,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,SP,37,1,450
Graduation,Together,50116.0,68,54,0,10,0,0,2,2,1,0,4,5,0,1,0,0,0,GER,64,2,66
Graduation,Single,76624.0,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,SP,59,1,899
Graduation,Together,34587.0,68,7,2,9,2,0,2,2,1,0,3,4,0,0,0,0,0,GER,68,2,22
PhD,Single,62159.0,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,US,75,0,634
Graduation,Single,66294.0,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,SP,56,0,967
PhD,Together,5648.0,68,28,0,6,1,1,13,1,1,0,0,20,1,0,0,0,0,US,71,2,49
Graduation,Together,37235.0,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,SP,37,1,61
Graduation,Widow,85620.0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,SP,57,0,1600
Graduation,Together,23976.0,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,SA,37,1,66
Master,Single,41020.0,68,112,1,54,7,7,36,1,3,2,4,3,0,0,0,0,0,CA,34,0,217
Graduation,Single,36108.0,68,141,8,129,3,11,47,3,7,1,4,9,1,0,0,0,0,SA,37,1,339
Master,Divorced,57530.0,68,50,1,27,6,7,1,1,1,1,4,1,0,0,0,0,0,IND,70,1,92
2n Cycle,Married,62905.0,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,SP,57,1,622
PhD,Married,65846.0,68,562,81,276,80,40,81,1,6,3,6,4,0,0,0,0,0,CA,76,0,1120
Graduation,Married,34380.0,68,72,7,58,13,1,24,4,4,1,3,8,0,0,0,0,0,CA,44,1,175
Graduation,Divorced,41638.0,68,315,0,31,4,0,91,4,5,5,3,8,1,0,0,0,0,SP,57,1,441
Graduation,Together,63207.0,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,SP,29,0,1502
Graduation,Together,28320.0,68,19,1,14,3,2,4,1,1,0,3,8,0,0,0,0,0,SP,71,1,43
Graduation,Married,43140.0,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,SP,64,1,235
Graduation,Married,52531.0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,SP,50,0,794
Graduation,Divorced,40246.0,68,2,1,6,2,1,1,1,1,0,2,6,0,0,0,0,0,GER,44,1,13
Graduation,Together,35196.0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,SP,37,1,497
Graduation,Together,35196.0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,SP,37,1,497
Graduation,Single,70596.0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,SP,36,0,968
Graduation,Single,70596.0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,SP,36,0,968
PhD,Single,52597.0,69,492,0,37,7,0,42,3,6,3,8,5,0,0,0,0,0,SA,59,1,578
Master,Single,42394.0,69,15,2,10,0,1,4,1,1,0,3,7,0,0,0,0,0,GER,49,1,32
Graduation,Single,81657.0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,SP,52,0,1097
PhD,Married,49154.0,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,SP,61,2,411
Graduation,Together,34074.0,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,SP,69,2,255
Graduation,Married,52356.0,69,861,138,461,60,30,61,1,6,5,12,3,0,1,0,1,0,SP,32,0,1611
Master,Divorced,70638.0,69,1016,12,215,16,12,63,1,4,5,10,3,0,1,0,0,0,SA,66,0,1334
Graduation,Married,38136.0,69,8,15,27,0,20,33,2,3,1,2,8,1,0,0,0,0,US,43,1,103
Graduation,Married,67432.0,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,AUS,48,1,1335
Graduation,Together,40689.0,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,US,70,1,444
Graduation,Together,40689.0,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,SP,70,1,444
Graduation,Single,101970.0,69,722,27,102,44,72,168,0,6,8,13,2,0,1,1,1,0,CA,38,0,1135
PhD,Married,44325.0,69,516,0,21,0,0,5,4,8,2,7,8,0,1,0,0,0,CA,49,1,542
PhD,Married,61467.0,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,SP,73,2,594
Graduation,Married,48178.0,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,SP,46,2,254
Basic,Married,16005.0,69,1,3,2,20,30,47,3,2,1,2,8,0,0,0,0,0,CA,41,1,103
Graduation,Married,79593.0,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,GER,48,0,1366
Graduation,Married,79593.0,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,SP,48,0,1366
Graduation,Married,61180.0,70,403,24,29,6,24,218,2,5,5,6,3,1,0,0,0,0,SP,62,1,704
Graduation,Single,64449.0,70,218,63,282,137,35,70,4,5,3,12,4,0,0,0,0,0,SP,32,1,805
Graduation,Married,77437.0,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,SP,58,0,1125
Graduation,Married,17649.0,70,15,1,23,0,5,1,3,3,0,3,8,0,0,0,0,0,US,45,1,45
Graduation,Together,53103.0,70,729,17,133,11,0,195,5,10,6,7,7,1,0,0,0,0,SA,67,1,1085
Graduation,Together,71819.0,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,SP,50,1,1574
Master,Divorced,74290.0,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,SP,50,1,1217
Graduation,Single,72282.0,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,SP,70,0,1331
Master,Together,47352.0,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,SP,70,1,319
Master,Together,47352.0,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,AUS,70,1,319
Graduation,Single,46524.0,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,CA,60,1,177
Graduation,Together,50200.0,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,SP,45,2,401
Graduation,Married,18222.0,70,12,4,19,12,6,14,1,2,0,3,8,0,0,0,0,0,SP,31,0,67
PhD,Married,77610.0,70,1245,33,332,21,33,16,2,4,7,4,7,0,0,0,0,0,AUS,69,1,1680
PhD,Married,38097.0,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,SA,51,2,184
PhD,Married,44377.0,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,SA,53,2,264
Graduation,Single,58684.0,71,479,35,179,28,7,85,1,5,3,12,2,0,1,0,0,0,SA,40,0,813
Graduation,Married,66480.0,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,SP,56,2,312
Graduation,Divorced,49638.0,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,SP,69,1,39
PhD,Together,50616.0,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,SP,71,1,67
PhD,Divorced,26642.0,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,SP,54,1,42
Graduation,Together,33235.0,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,SP,35,1,70
Graduation,Together,23228.0,71,13,2,18,6,1,0,2,2,0,3,8,0,0,0,0,0,IND,52,1,40
PhD,Married,36732.0,71,21,5,3,10,1,7,3,1,1,4,2,0,0,0,0,0,SP,62,2,47
Graduation,Together,82657.0,71,966,168,672,246,105,126,1,7,5,10,4,0,1,0,1,0,GER,75,0,2283
PhD,Divorced,64140.0,71,1459,0,61,0,15,215,5,2,5,6,5,1,0,1,0,1,SA,57,2,1750
Graduation,Together,44392.0,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,SP,47,2,211
Basic,Single,16185.0,71,5,11,16,21,8,45,2,2,2,2,8,0,0,0,0,0,IND,31,1,106
2n Cycle,Together,38702.0,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,AUS,43,1,109
PhD,Married,54072.0,71,35,0,4,0,0,0,1,2,0,2,8,0,0,0,0,0,SA,58,2,39
Master,Divorced,61787.0,71,621,73,414,78,48,85,1,8,4,6,5,0,0,0,0,0,SP,34,0,1319
Graduation,Married,34935.0,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,SP,29,0,137
Graduation,Married,34935.0,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,SA,29,0,137
PhD,Together,59292.0,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,SP,71,1,507
PhD,Together,59292.0,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,SP,71,1,507
Graduation,Single,57959.0,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,SP,66,1,868
PhD,Married,92491.0,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,SP,38,0,2034
Master,Married,42207.0,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,SP,37,1,265
Graduation,Widow,46984.0,71,19,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,CA,65,2,41
Graduation,Single,23442.0,71,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,SP,34,1,27
PhD,Single,46757.0,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,SP,58,1,1143
2n Cycle,Together,14515.0,71,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,SP,41,1,96
2n Cycle,Single,80910.0,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,SP,35,0,756
Graduation,Together,30545.0,71,4,12,15,19,7,12,2,2,0,3,7,0,0,0,0,0,IND,42,1,69
Master,Single,44802.0,71,853,10,143,13,10,20,2,9,4,12,8,0,0,0,0,0,IND,51,0,1049
Graduation,Single,79941.0,72,123,164,266,227,30,174,1,2,4,9,1,0,0,0,0,0,AUS,45,0,984
Master,Married,79734.0,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,SP,52,0,914
Master,Married,50353.0,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,SP,44,0,442
PhD,Together,77376.0,72,492,19,110,16,12,12,4,6,3,10,4,0,0,0,0,0,CA,65,2,661
PhD,Married,78075.0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,SP,49,0,988
PhD,Single,42473.0,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,SP,45,2,144
Graduation,Single,25008.0,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,SP,33,1,34
PhD,Married,56223.0,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,SP,73,1,156
Graduation,Married,47850.0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,SP,41,1,134
PhD,Together,91820.0,72,410,73,747,76,161,30,0,5,5,12,1,0,0,0,0,0,CA,35,0,1497
PhD,Single,40637.0,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,SA,56,2,38
Graduation,Divorced,23295.0,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,SP,62,0,20
Graduation,Single,84574.0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,SP,69,0,1375
Graduation,Together,54165.0,72,127,4,73,15,6,11,1,2,1,7,2,0,0,0,0,0,SP,52,0,236
Graduation,Divorced,28510.0,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,SP,40,2,91
Graduation,Married,67131.0,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,SP,65,1,976
PhD,Married,56242.0,72,689,8,167,11,8,88,5,8,4,11,6,0,0,0,0,0,US,52,1,971
PhD,Married,86580.0,72,532,21,127,26,20,20,0,4,2,5,1,0,0,1,0,0,SP,38,0,746
Graduation,Together,76005.0,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,SP,66,0,1722
PhD,Married,54693.0,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,SP,59,1,929
Master,Married,52750.0,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,CA,66,1,860
Graduation,Divorced,36997.0,72,43,4,12,8,0,27,5,2,1,4,5,0,0,0,0,0,CA,53,2,94
PhD,Together,34230.0,72,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,SP,56,2,21
Graduation,Widow,47916.0,72,505,0,26,0,0,75,5,7,4,6,6,0,1,0,0,0,GER,61,1,606
2n Cycle,Together,60839.0,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,SP,42,2,1250
PhD,Married,79930.0,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,SA,49,0,1753
PhD,Married,55158.0,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,SP,51,2,418
2n Cycle,Single,85485.0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,SP,63,0,1383
PhD,Married,75865.0,73,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,SP,78,0,1242
Graduation,Married,44375.0,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,SP,56,1,301
PhD,Single,60504.0,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,SP,50,1,526
Graduation,Married,65492.0,73,247,161,295,210,85,47,2,4,7,13,2,0,0,0,0,0,CA,62,0,1045
2n Cycle,Single,67506.0,73,90,38,67,33,36,67,1,4,1,6,3,0,0,0,0,0,SP,41,1,331
PhD,Divorced,68805.0,73,182,2,49,17,13,20,1,3,1,7,2,0,0,0,0,0,SP,62,1,283
Graduation,Single,61209.0,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,US,51,0,957
Graduation,Together,66825.0,73,243,101,405,29,40,40,1,4,5,6,2,0,0,0,0,0,SA,54,0,858
PhD,Single,87188.0,73,910,111,724,49,74,55,1,10,2,6,3,0,0,0,0,0,IND,38,0,1923
Master,Widow,84953.0,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,SP,68,0,1024
PhD,Single,74637.0,73,960,64,464,146,0,16,1,6,9,9,3,0,0,0,1,0,SA,67,0,1650
Graduation,Married,86111.0,73,399,28,756,36,40,126,1,5,7,10,2,0,0,0,0,0,CA,59,0,1385
Master,Together,77632.0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,SP,74,0,2252
Graduation,Married,31814.0,73,35,3,20,4,1,20,2,2,0,3,9,1,0,0,0,0,SA,48,1,83
PhD,Married,70116.0,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,SP,49,0,1536
PhD,Single,48240.0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,SP,52,0,882
Master,Together,40101.0,73,171,3,129,26,24,62,4,6,1,6,7,0,0,0,0,0,IND,36,1,415
Graduation,Married,70503.0,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,SP,68,0,1727
Graduation,Married,79205.0,73,504,23,117,179,28,44,1,6,5,4,4,0,0,0,1,0,SP,46,0,895
Graduation,Single,51766.0,74,60,51,87,6,20,51,2,4,2,4,5,0,0,0,0,0,CA,41,1,275
Graduation,Together,62994.0,74,224,12,48,4,12,12,1,6,2,4,6,0,0,0,0,0,CA,41,1,312
PhD,Together,65640.0,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,SA,47,1,461
Graduation,Together,38361.0,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,SA,52,1,137
Graduation,Together,38361.0,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,AUS,52,1,137
Graduation,Married,19986.0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,SP,36,1,22
Graduation,Married,19986.0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,SP,36,1,22
Graduation,Single,72903.0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,SP,36,0,2013
PhD,Divorced,45072.0,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,AUS,73,3,284
PhD,Married,59062.0,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,SP,54,3,71
Master,Married,61794.0,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,SP,60,1,611
Master,Together,45143.0,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,SP,56,1,311
Master,Together,45143.0,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,SA,56,1,311
Master,Single,26877.0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,SP,52,0,268
PhD,Divorced,36921.0,74,17,1,12,3,1,4,2,2,0,3,7,0,0,0,0,0,CA,56,2,38
2n Cycle,Together,54342.0,74,84,10,34,11,10,28,4,3,1,4,6,0,0,0,0,0,AUS,65,2,177
Master,Single,62772.0,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,SP,52,1,946
PhD,Married,75032.0,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,SP,62,1,1215
Graduation,Married,22419.0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,SP,58,0,162
Graduation,Married,22419.0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,CA,58,0,162
2n Cycle,Married,36550.0,74,47,90,94,123,103,120,5,9,1,5,9,0,0,0,0,0,CA,43,1,577
Graduation,Married,75027.0,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,SA,68,1,1390
PhD,Single,63159.0,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,SP,47,0,1797
Master,Married,54108.0,74,539,6,91,8,6,97,13,8,2,9,8,0,0,0,0,0,CA,48,2,747
Graduation,Married,81795.0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,SP,69,0,1382
Graduation,Married,59594.0,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,SP,56,1,499
Master,Together,18492.0,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,SP,39,1,10
Graduation,Single,94472.0,75,1017,33,417,108,100,16,1,5,5,5,5,0,1,1,0,0,SP,63,1,1691
Graduation,Single,70337.0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,US,42,0,576
Graduation,Single,34853.0,75,9,3,15,2,3,2,2,2,0,3,6,0,0,0,0,0,GER,48,2,34
Master,Widow,25561.0,75,532,126,490,164,126,126,1,5,5,11,1,0,0,1,0,0,AUS,78,0,1564
PhD,Single,16269.0,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,SP,37,1,44
Graduation,Together,50272.0,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,AUS,39,1,233
Graduation,Single,22804.0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,SA,50,1,26
Graduation,Single,22804.0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,SP,50,1,26
Graduation,Married,30631.0,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,SA,47,1,70
PhD,Single,78420.0,75,604,28,674,91,28,28,1,3,10,8,1,0,0,0,0,0,SA,55,0,1453
Graduation,Single,81741.0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,SP,41,0,1572
Graduation,Married,25721.0,75,1,3,6,3,6,15,1,1,1,2,7,0,0,0,0,0,AUS,50,1,34
Graduation,Single,31907.0,75,33,87,64,175,16,74,1,6,1,6,7,0,0,0,0,0,GER,49,0,449
Graduation,Divorced,37859.0,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,CA,59,3,36
Graduation,Together,30261.0,75,8,0,5,0,3,6,1,0,0,3,8,0,0,0,0,0,SP,49,3,22
Graduation,Together,21645.0,75,14,0,23,4,5,19,3,3,0,3,9,0,0,0,0,0,GER,42,1,65
2n Cycle,Divorced,21282.0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,SP,43,1,46
Graduation,Together,32144.0,76,41,0,10,0,0,3,4,2,1,3,7,0,1,0,0,0,IND,67,2,54
Master,Divorced,62637.0,76,104,12,48,4,12,5,1,2,2,5,2,0,0,0,0,0,CA,67,1,185
Graduation,Together,16626.0,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,SA,50,2,68
2n Cycle,Married,54690.0,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,SP,50,2,198
2n Cycle,Married,54690.0,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,SP,50,2,198
PhD,Single,61284.0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,SP,66,0,811
2n Cycle,Married,23718.0,76,6,3,14,15,7,36,3,3,1,2,7,0,0,0,0,0,AUS,45,1,81
PhD,Single,33419.0,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,SP,59,1,86
Graduation,Divorced,82025.0,76,267,98,606,48,70,98,1,3,2,6,1,0,0,1,0,0,SA,38,0,1187
Basic,Single,15056.0,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,SP,63,2,88
